pr_id,total_commits,ai_commits,human_commits,ai_commits_percentage,total_comments,ai_comments,human_comments,ai_comments_percentage,total_reviews,ai_reviews,human_reviews,ai_reviews_percentage,time_to_merge_hours,has_related_issue,has_ai_involvement,is_merged
3078166226,5,5,0,100.0,2,2,0,100.0,4,2,2,50.0,,True,True,False
3078166718,5,5,0,100.0,2,2,0,100.0,2,0,2,0.0,,True,True,False
3078168762,2,2,0,100.0,1,1,0,100.0,0,0,0,0.0,,True,True,False
3078169246,1,1,0,100.0,0,0,0,0.0,0,0,0,0.0,,True,True,False
3078187008,5,5,0,100.0,3,2,1,66.66666666666666,5,2,3,40.0,,True,True,False
3078195603,4,4,0,100.0,0,0,0,0.0,2,1,1,50.0,,True,True,False
3078216071,7,7,0,100.0,0,0,0,0.0,0,0,0,0.0,,True,True,False
3078217849,2,2,0,100.0,0,0,0,0.0,0,0,0,0.0,,True,True,False
3078219308,1,1,0,100.0,0,0,0,0.0,0,0,0,0.0,,True,True,False
3078250089,1,1,0,100.0,0,0,0,0.0,0,0,0,0.0,,True,True,False
3078256987,4,4,0,100.0,2,1,1,50.0,4,0,4,0.0,,True,True,False
3078272656,1,1,0,100.0,0,0,0,0.0,0,0,0,0.0,,True,True,False
3078330455,2,2,0,100.0,4,0,4,0.0,2,1,1,50.0,,True,True,False
3078340622,2,2,0,100.0,0,0,0,0.0,1,0,1,0.0,,True,True,False
3078352984,13,9,4,69.23076923076923,14,7,7,50.0,8,7,1,87.5,,True,True,False
3078356584,11,11,0,100.0,9,4,5,44.44444444444444,12,6,6,50.0,,True,True,False
3078366765,25,22,3,88.0,9,7,2,77.77777777777779,30,15,15,50.0,,True,True,False
3078382638,6,6,0,100.0,0,0,0,0.0,5,3,2,60.0,,True,True,False
3078383974,2,2,0,100.0,0,0,0,0.0,1,0,1,0.0,,True,True,False
3078424351,5,5,0,100.0,6,3,3,50.0,0,0,0,0.0,,True,True,False
3078425912,3,3,0,100.0,5,3,2,60.0,1,0,1,0.0,,True,True,False
3078439427,24,15,9,62.5,17,8,9,47.05882352941176,30,18,12,60.0,,True,True,False
3078440447,12,7,5,58.333333333333336,9,5,4,55.55555555555556,8,7,1,87.5,,True,True,False
3078444454,6,2,4,33.33333333333333,0,0,0,0.0,0,0,0,0.0,,True,True,False
3078460436,2,2,0,100.0,2,1,1,50.0,0,0,0,0.0,,True,True,False
3078469289,3,3,0,100.0,3,2,1,66.66666666666666,1,0,1,0.0,,True,True,False
3231319881,4,4,0,100.0,3,1,2,33.33333333333333,0,0,0,0.0,,True,True,False
3231339205,4,4,0,100.0,1,1,0,100.0,0,0,0,0.0,,False,True,False
3231354745,2,2,0,100.0,0,0,0,0.0,0,0,0,0.0,,False,True,False
3231408675,1,1,0,100.0,2,1,1,50.0,0,0,0,0.0,,True,True,False
3231432076,2,2,0,100.0,1,1,0,100.0,0,0,0,0.0,,True,True,False
3231460257,3,3,0,100.0,4,2,2,50.0,3,1,2,33.33333333333333,,False,True,False
3231526864,2,2,0,100.0,1,1,0,100.0,2,0,2,0.0,,True,True,False
3231548516,2,2,0,100.0,0,0,0,0.0,0,0,0,0.0,,False,True,False
3231573988,3,3,0,100.0,0,0,0,0.0,0,0,0,0.0,,True,True,False
3231589632,10,8,2,80.0,13,8,5,61.53846153846154,11,5,6,45.45454545454545,,True,True,False
3120801394,4,4,0,100.0,6,5,1,83.33333333333334,3,2,1,66.66666666666666,,True,True,False
3120854116,5,4,1,80.0,2,2,0,100.0,2,1,1,50.0,,True,True,False
